"Product Name",Category,age_range,purchase_count,profit
"Contoso Coffee Maker 12C M1000 Black","Home Appliances",11-20,4,769.63
"Adventure Works Desktop PC1.80 ED180 Black",Computers,11-20,60,10664.04
"Proseware Air conditioner 25000BTU L167 Red","Home Appliances",11-20,1,374.75
"Litware 92mm DBB Case Fan E1101 Grey","Home Appliances",11-20,1,7
"Proseware Screen 80in E1010 Silver",Computers,11-20,7,320.83
"SV Hand Games men M30 Black","Games and Toys",11-20,33,143.69
"WWI Laptop15 M0150 Black",Computers,11-20,7,2203.67
"MGS Dal of Honor Airborne 2008 M430","Games and Toys",11-20,4,78.6
"WWI Stereo Bluetooth Headphones E1000 Silver",Audio,11-20,22,706.68
"Contoso KSU-less key system M38 White","Cell phones",11-20,1,14.58
"WWI 2GB Spy Video Recorder Pen M300 Blue",Audio,11-20,19,1751.53
"Proseware Screen 80in E1010 Black",Computers,11-20,4,213.72
"SV 22xDVD M600 Silver","TV and Video",11-20,13,1129.18
"MGS Age of Empires III: The Asian Dynasties M180","Games and Toys",11-20,8,303.04
"MGS Zoo Tycoon2: Marine Mania Expansion Pack 2008 E135","Games and Toys",11-20,14,293.95
"Contoso Car power adapter M90 White",Computers,11-20,11,107.09
"MGS Hand Games for Office worker L299 Red","Games and Toys",11-20,15,176.71
"Proseware Screen 85in E1010 White",Computers,11-20,6,408.78
"The Phone Company Touch Screen Phones SAW/Built-in M801 Grey","Cell phones",11-20,2,323
"Contoso DVD Recorder L230 Grey","Music, Movies and Audio Books",11-20,21,3227.57
"Litware Microwave 0.9CuFt E090 Black","Home Appliances",11-20,5,239.12
"The Phone Company PDA Palm 3.7 inch M830 Silver","Cell phones",11-20,7,1045.24
"Contoso Electronic Private Automatic Branch Exchange M90 Grey","Cell phones",11-20,9,194.4
"Adventure Works 13" Color TV E25 Black","TV and Video",11-20,20,1176.4
"The Phone Company Touch Screen Phones 26-1.4" M250 Black","Cell phones",11-20,7,1090.77
"WWI LCD17W E200 Black",Computers,11-20,3,189.69
"Adventure Works LCD22 M200 Black",Computers,11-20,5,2069.55
"The Phone Company PDA Wifi 3.7-inch M250 Black","Cell phones",11-20,7,1172.08
"The Phone Company Touch Screen Phones - CRT M11 Grey","Cell phones",11-20,22,1960.71
"Proseware Ink Jet Fax Machine E100 White",Computers,11-20,6,224.77
"The Phone Company Touch Screen Phones Infrared M901 Grey","Cell phones",11-20,5,726.52
"Contoso DVD 38 DVD Storage Binder E25 Black","Music, Movies and Audio Books",11-20,26,117.29
"MGS Zoo Tycoon Dinosaur Digs X200","Games and Toys",11-20,20,1298.96
"The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black","Cell phones",11-20,9,1338.55
"MGS Age of Mythology 2009 E158","Games and Toys",11-20,8,120.65
"Fabrikam Microwave 1.0CuFt E1100 Silver","Home Appliances",11-20,11,706.74
"Contoso Wireless Laser Mouse E50 Black",Computers,11-20,3,27.62
"MGS Age of Mythology: Gold Edition 2009 E144","Games and Toys",11-20,13,252.79
"Litware Desk Lamp E1020 Grey","Home Appliances",11-20,10,147
"The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver","Cell phones",11-20,3,575.21
"Proseware Wireless Photo All-in-One Printer M390 Black",Computers,11-20,5,507.75
"WWI LCD20W M250 White",Computers,11-20,1,192.7
"Adventure Works 13" Color TV E25 White","TV and Video",11-20,6,342
"MGS Zoo Tycoon 2: End Range Species Expansion Pack 2008 E138","Games and Toys",11-20,1,21.08
"Headphone Adapter for Contoso Phone E130 Silver","Cell phones",11-20,16,81.35
"Fabrikam Coffee Maker Super-Auto 12C X125 White","Home Appliances",11-20,1,1103.32
"MGS Hand Games women M400 Yellow","Games and Toys",11-20,14,65.67
"The Phone Company PDA Palm 4.7 inch L850 Black","Cell phones",11-20,4,1185.9
"Adventure Works 20" CRT TV E15 Silver","TV and Video",11-20,14,1104.49
"The Phone Company Touch Screen Phones Infrared M901 Black","Cell phones",11-20,7,1125.03
"Adventure Works 19" Color Digital TV E35 Silver","TV and Video",11-20,4,265.11
"Contoso Microwave 2.2CuFt M0125 Grey","Home Appliances",11-20,8,817.24
"Contoso 16GB Mp5 Player M1600 Red",Audio,11-20,1,96.24
"WWI Stereo Bluetooth Headphones E1000 White",Audio,11-20,22,756.94
"WWI Desktop PC1.60 E1600 Red",Computers,11-20,45,4632.43
"Fabrikam Trendsetter 1/3'' 8.5mm X200 Black","Cameras and camcorders",11-20,11,6211.56
"A. Datum Point Shoot Digital Camera M500 Green","Cameras and camcorders",11-20,4,390.22
"Fabrikam Independent Filmmaker 1'' 25mm X400 Grey","Cameras and camcorders",11-20,2,1659.4
"The Phone Company PDA Wifi 3.5-inch M200 Silver","Cell phones",11-20,11,2108.66
"Contoso Conversion Lens M550 Blue","Cameras and camcorders",11-20,1,85.15
"MGS Hand Games for 12-16 boys E600 Red","Games and Toys",11-20,19,43.22
"Contoso Carrying Case E312 Pink","Cameras and camcorders",11-20,2,37.53
"Contoso Screen 85in E085 Black",Computers,11-20,1,50.85
"Proseware Chandelier M0815 Grey","Home Appliances",11-20,2,404.43
"The Phone Company Smart phones 6-LINE SCREEN M21 Black","Cell phones",11-20,17,2405.81
"Contoso Projector 1080p X980 Silver",Computers,11-20,7,11952.54
"WWI Chandelier M815 Grey","Home Appliances",11-20,3,570.93
"Litware Microwave 1.0CuFt E110 Grey","Home Appliances",11-20,1,68.62
"Contoso Microwave 2.2CuFt M0126 Grey","Home Appliances",11-20,4,388.88
"SV Wireless LAN PCI Network Card Adapter E900 Black",Computers,11-20,3,134.08
"Proseware Air conditioner 10000BTU M490 Grey","Home Appliances",11-20,9,2035.07
"Fabrikam Social Videographer 1/3" 8.5mm E200 Blue","Cameras and camcorders",11-20,3,247.05
"Contoso Phone Tough Skin Case E140 Pink","Cell phones",11-20,11,119.2
"A. Datum Slim Digital Camera M180 Pink","Cameras and camcorders",11-20,6,413.61
"Adventure Works 32" LCD HDTV M130 Brown","TV and Video",11-20,10,2700.6
"Fabrikam Trendsetter 1/3'' 8.5mm X200 White","Cameras and camcorders",11-20,3,2002.02
"Adventure Works 13" Color TV E25 Silver","TV and Video",11-20,4,220.42
"Proseware Color Ink jet Fax, Copier, Phone M250 White",Computers,11-20,2,171.76
"Litware Refrigerator 19CuFt M760 Green","Home Appliances",11-20,8,3884.64
"Fabrikam Coffee Maker 12C M100 Gold","Home Appliances",11-20,3,649.98
"Proseware Photo Inkjet Printer M100 Grey",Computers,11-20,3,257.64
"Contoso SLR Camera X143 Silver","Cameras and camcorders",11-20,8,3455.76
"MGS Dungeon Siege: Legends of Aranna M330","Games and Toys",11-20,9,347.68
"Fabrikam SLR Camera M147 Grey","Cameras and camcorders",11-20,6,1082.46
"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White",Computers,11-20,6,665.78
"Contoso Telephoto Conversion Lens X400 White","Cameras and camcorders",11-20,3,1070.84
"SV 8xDVD E100 Black","TV and Video",11-20,7,180.43
"Contoso 2-Line Speakerphone M109 White","Cell phones",11-20,4,90.14
"A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver","Cameras and camcorders",11-20,4,716.84
"Contoso Leather Case - case for digital photo camera X20 White",Computers,11-20,4,106.72
"Contoso Touch Screen Phones 5-Wire/Built-in M500 Black","Cell phones",11-20,6,829.62
"Fabrikam Laptop10.1 M0101 Silver",Computers,11-20,5,943.35
"Fabrikam Microwave 1.5CuFt X1100 Silver","Home Appliances",11-20,3,1762.05
"MGS Rise of Nations: Thrones and Patriots M320","Games and Toys",11-20,1,41.96
"SV DVD Recorder L220 White","Music, Movies and Audio Books",11-20,11,1385.21
"Contoso Bluetooth Notebook Mouse X305 Silver",Computers,11-20,3,300.9
"Contoso Digital Camera/Camcorder USB Cable E324 White","Cameras and camcorders",11-20,8,109.76
"Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Grey","Cameras and camcorders",11-20,1,201.46
"Contoso Genuine Leather Grip Belt E322 Black","Cameras and camcorders",11-20,7,225.18
"SV Keyboard E90 Black",Computers,11-20,1,20.45
"Fabrikam Microwave 0.9CuFt E0900 Blue","Home Appliances",11-20,3,147.03
"The Phone Company Smart phones Unlocked M300 Gold","Cell phones",11-20,11,1586.42
"Contoso Coffee Maker Auto 10C M1000 Silver","Home Appliances",11-20,5,2551.01
"MGS Halo 2 for Windows Vista M220","Games and Toys",11-20,2,66.77
"MGS Zoo Tycoon Complete Collection E110","Games and Toys",11-20,6,91.76
"Litware Refrigerator 19CuFt M760 Brown","Home Appliances",11-20,16,7188.77
"SV Car Video LCD7 M7003 Black","TV and Video",11-20,4,797.24
"The Phone Company Smart phones Unlocked International M800 Gold","Cell phones",11-20,10,1552.39
"Fabrikam Social Videographer 1/2'' 3mm E300 Black","Cameras and camcorders",11-20,10,833.3
"MGS MechWarrior 4: Knight E121","Games and Toys",11-20,3,132.47
"The Phone Company Smart phones 160x160 M26 White","Cell phones",11-20,2,224.7
"Fabrikam Trendsetter 1/2'' 3mm X300 Grey","Cameras and camcorders",11-20,7,4495.31
"Contoso 4G MP3 Player E400 Black",Audio,11-20,1,29.41
"Contoso Mini Battery Charger Kit E320 Black","Cameras and camcorders",11-20,3,36.75
"Proseware Air conditioner 12000BTU M640 Grey","Home Appliances",11-20,5,1242.3
"Proseware Fax Machine E100 Black",Computers,11-20,3,116.16
"Fabrikam SLR Camera X148 Silver Grey","Cameras and camcorders",11-20,4,1664.72
"NT Wireless Bluetooth Stereo Headphones E102 Black",Audio,11-20,22,507.38
"The Phone Company Sharp Touch Screen Phones M910 Gold","Cell phones",11-20,2,273.52
"Adventure Works CRT15 E101 Black",Computers,11-20,7,414.73
"Litware Tower Fan E501 Silver","Home Appliances",11-20,1,19.6
"MGS Hand Games men M300 Yellow","Games and Toys",11-20,8,33.35
"A. Datum SLR Camera 35" X358 Silver","Cameras and camcorders",11-20,1,534.41
"Contoso Washer & Dryer 24in M240 Green","Home Appliances",11-20,2,1712.75
"The Phone Company Smart phones 6-LINE SCREEN M21 Gold","Cell phones",11-20,6,889.46
"SV Car Video TFT6.2W E6282 Brown","TV and Video",11-20,3,578.34
"Contoso 2G MP3 Player E200 Blue",Audio,11-20,13,189.37
"MGS Flight Simulator 2000 M410","Games and Toys",11-20,5,343.12
"Contoso SLR Camera 35" M358 Black","Cameras and camcorders",11-20,2,563.13
"Contoso Rechargeable Battery E100 White",Computers,11-20,4,36.98
"The Phone Company Touch Screen Phone 1600 TFT-2.2" L200 Black","Cell phones",11-20,7,2476.11
"MGS Rise of Nations: Rise of Legends 2008 E137","Games and Toys",11-20,5,112.28
"The Phone Company PDA Phone Unlocked 4.7 inches L550 Black","Cell phones",11-20,2,403.88
"Contoso Air conditioner 10000BTU M0490 White","Home Appliances",11-20,6,1393.5
"Fabrikam Coffee Maker 5C E090 Grey","Home Appliances",11-20,5,365.2
"Litware 120mm Blue LED Case Fan E901 blue","Home Appliances",11-20,2,7.36
"Fabrikam Business Videographer 1" 25mm M600 Blue","Cameras and camcorders",11-20,9,3967.96
"Litware Microwave 0.8CuFt E080 White","Home Appliances",11-20,2,82.21
"SV 22xDVD M600 Black","TV and Video",11-20,5,434.3
"The Phone Company PDA Palm 3.5 inch M810 Black","Cell phones",11-20,5,657.97
"SV Car Video LCD7W M7081 Black","TV and Video",11-20,1,202.52
"Proseware LCD20W M230 White",Computers,11-20,5,583.44
"Proseware Ink Jet Wireless All-In-One Printer M400 White",Computers,11-20,3,161.86
"The Phone Company Microsoft Windows Mobile M200 Grey","Cell phones",11-20,9,1339.32
"A. Datum Consumer Digital Camera E100 Azure","Cameras and camcorders",11-20,4,639.64
"The Phone Company Smart phones 6-LINE SCREEN M21 Grey","Cell phones",11-20,5,563.41
"Fabrikam Laptop15 M5000 White",Computers,11-20,6,2265.36
"Contoso Wireless Laser Mouse M55 Black",Computers,11-20,1,37.8
"Contoso Connectivity Starter Kit Smart Buy M680 Grey",Computers,11-20,2,22.53
"WWI Projector 720p LCD56 Black",Computers,11-20,8,3121.33
"Contoso Microwave 1.0CuFt E0110 Black","Home Appliances",11-20,2,183.72
"Proseware Projector 480p DLP12 White",Computers,11-20,8,1819.07
"MGS Hand Games for students E400 Black","Games and Toys",11-20,17,58.79
"SV DVD Player M130 Grey","Music, Movies and Audio Books",11-20,6,216.2
"Contoso 8GB MP3 Player new model M820 White",Audio,11-20,2,144.76
"Contoso 2G MP3 Player E200 Black",Audio,11-20,2,19.07
"Fabrikam Trendsetter 2/3" 17mm X100 Orange","Cameras and camcorders",11-20,5,4150.79
"Contoso Projector 480p M481 Black",Computers,11-20,2,567.74
"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black",Computers,11-20,4,341.36
"Proseware CRT19 E201 Black",Computers,11-20,6,249.29
"Contoso Wireless Laser Mouse M55 Silver",Computers,11-20,6,226.8
"MGS Zoo Tycoon 2: Extinct Animals M210","Games and Toys",11-20,7,244.08
"Adventure Works Laptop12 M1201 Silver",Computers,11-20,9,1689.39
"Contoso Screen 125in M250 Silver",Computers,11-20,2,484.5
"MGS Kings & Myths: The Age Collection2009 E147","Games and Toys",11-20,5,105.4
"Fabrikam Social Videographer 1'' 25mm E400 Grey","Cameras and camcorders",11-20,5,422.58
"Litware Refrigerator 19CuFt M760 Grey","Home Appliances",11-20,3,1362.25
"Contoso DVD 48 DVD Storage Binder M50 Red","Music, Movies and Audio Books",11-20,26,230.4
"MGS Age of Empires III: The Asian Dynasties 2008 E126","Games and Toys",11-20,6,89.48
"Fabrikam Laptop12W M2080 Silver",Computers,11-20,1,152.75
"Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black",Computers,11-20,8,1064.54
"Fabrikam SLR Camera X146 Black","Cameras and camcorders",11-20,1,562.43
"A. Datum Point Shoot Digital Camera M500 Black","Cameras and camcorders",11-20,4,588.7
"Adventure Works LCD15 E100 White",Computers,11-20,4,253.11
"SV 8xDVD E100 Silver","TV and Video",11-20,8,233.53
"The Phone Company Smart phones 8 GB of Memory M400 White","Cell phones",11-20,1,145.3
"MGS Combat Flight Simulator 2009 E159","Games and Toys",11-20,5,78.45
"A. Datum Point Shoot Digital Camera M500 Pink","Cameras and camcorders",11-20,6,570.21
"Contoso Integrated Business Phone With card L10 White","Cell phones",11-20,2,50.91
"The Phone Company Smart phones 4 GB of Memory M300 Pink","Cell phones",11-20,10,1290.9
"SV Hand Games for 12-16 boys E60 Black","Games and Toys",11-20,17,46.72
"A. Datum Point Shoot Digital Camera M500 Silver Grey","Cameras and camcorders",11-20,2,213.9
"Fabrikam Laptop17W M7080 Black",Computers,11-20,3,1425.81
"Fabrikam Business Videographer 1/2" 3mm M500 Orange","Cameras and camcorders",11-20,1,475.32
"Contoso Phone System Accessory Handset with Charger M308 Black","Cell phones",11-20,2,29.16
"The Phone Company PDA Phone 4.7 inches L360 Black","Cell phones",11-20,5,1344.05
"Litware Wall Lamp E3015 Silver","Home Appliances",11-20,2,99.98
"Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black","Cameras and camcorders",11-20,5,1723.05
"The Phone Company PDA Phone 4.7 inches L360 White","Cell phones",11-20,18,4985.35
"Contoso Microwave 1.0CuFt E0110 Red","Home Appliances",11-20,12,823.44
"The Phone Company PDA Palm 3.5 inch M810 White","Cell phones",11-20,9,1349.79
"The Phone Company PDA Phone Unlocked 3.5 inches M530 White","Cell phones",11-20,18,2605.68
"Adventure Works Coffee Maker 4C E080 Grey","Home Appliances",11-20,7,445.69
"Litware Microwave 1.5CuFt X110 Black","Home Appliances",11-20,4,1781.2
"Fabrikam Laptop8.9 M0801 Silver",Computers,11-20,14,2622.4
"Contoso Rubberized Skin BlackBerry E100 White","Cell phones",11-20,3,21.21
"Litware Tower Fan E501 White","Home Appliances",11-20,4,70.29
"Litware Home Theater System 5.1 Channel M514 Brown","TV and Video",11-20,10,2900.54
"Contoso Microwave 1.6CuFt M0125 White","Home Appliances",11-20,3,259.34
"Litware Refrigerator 9.7CuFt M560 Blue","Home Appliances",11-20,2,532.58
"WWI Wireless Transmitter and Bluetooth Headphones X250 Blue",Audio,11-20,19,3533.7
"Fabrikam Social Videographer 1/3'' 8.5mm E200 Black","Cameras and camcorders",11-20,4,305.05
"Contoso Water Heater 2.6GPM E0900 Silver","Home Appliances",11-20,8,1836.03
"Fabrikam Laptop12 M2001 Silver",Computers,11-20,1,143.19
"Proseware CRT17 E104 White",Computers,11-20,5,142.58
"Proseware Laser Jet Color Printer X300 White",Computers,11-20,2,263.54
"Contoso Dual USB Power Adapter - power adapter E300 Grey",Computers,11-20,1,18.44
"Proseware Projector 480p DLP12 Black",Computers,11-20,2,400.46
"SV Wireless LAN PCI Network Card Adapter E901 Black",Computers,11-20,4,194.12
"A. Datum Full Frame Digital Camera X300 Silver","Cameras and camcorders",11-20,6,631.35
"Contoso 8GB MP3 Player new model M820 Blue",Audio,11-20,3,204.29
"Contoso KSU-less key system M38 Grey","Cell phones",11-20,4,58.32
"Contoso Coffee Maker Super-Auto 12C X1250 Black","Home Appliances",11-20,6,6619.92
"Litware Home Theater System 5.1 Channel M516 Brown","TV and Video",11-20,3,938.22
"Contoso Microwave 0.8CuFt E0080 Grey","Home Appliances",11-20,5,232.8
"Litware Refrigerator 24.7CuFt X980 Blue","Home Appliances",11-20,5,13281.34
"Litware USB Durable Desk Soft Fan E1401 Red","Home Appliances",11-20,6,83.57
"Fabrikam SLR Camera 35" M358 Silver","Cameras and camcorders",11-20,4,635.58
"Contoso Expandable 2-Handset Cordless Phone System M205 White","Cell phones",11-20,14,242.6
"Contoso Dual USB Power Adapter - power adapter E300 Black",Computers,11-20,7,136.92
"The Phone Company Smart phones Expert M400 Gold","Cell phones",11-20,16,2670.26
"Contoso 4-Line Corded Cordless Telephone M203 Black","Cell phones",11-20,5,89.1
"Fabrikam Social Videographer 2/3" 17mm E100 Blue","Cameras and camcorders",11-20,7,462.29
"Contoso Microwave 2.2CuFt M0125 White","Home Appliances",11-20,3,308.83
"SV 160GB USB2.0 Portable Hard Disk M65 Silver",Computers,11-20,14,646.32
"Proseware Scan Jet Digital Flat Bed Scanner M300 Green",Computers,11-20,6,392.16
"Litware Refrigerator 9.7CuFt M560 White","Home Appliances",11-20,6,1597.74
"Litware 180 CFM Vertical Discharge Fan X450 Red","Home Appliances",11-20,1,115.53
"Adventure Works 40" LCD HDTV M690 Silver","TV and Video",11-20,7,4971.73
"Contoso Air conditioner 10000BTU M0490 Silver","Home Appliances",11-20,2,464.5
"Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White",Computers,11-20,1,14.66
"Adventure Works 37" 1080p LCD HDTV M150W Brown","TV and Video",11-20,18,11726.18
"A. Datum SLR Camera 35" M358 Orange","Cameras and camcorders",11-20,3,520.8
"Contoso Touch Screen Phones SAW/On-wall M806 Black","Cell phones",11-20,19,2636.67
"Adventure Works 26" 720p LCD HDTV M140 Silver","TV and Video",11-20,1,243.01
"A. Datum Ultra Compact Digital Camera M190 Pink","Cameras and camcorders",11-20,4,356.48
"Contoso In front of Centrex L15 Grey","Cell phones",11-20,3,94.26
"The Phone Company Smart phones Unlocked M300 Grey","Cell phones",11-20,5,761.51
"Contoso Home Theater System 5.1 Channel M1530 Black","TV and Video",11-20,1,215.51
"Fabrikam Independent Filmmaker 1" 25mm X400 Blue","Cameras and camcorders",11-20,2,1975.76
"SV USB Data Cable E600 Pink",Computers,11-20,3,1.27
"MGS Age of Empires II: The Age of Kings 2009 E180","Games and Toys",11-20,5,60.64
"Contoso Microwave 1.5CuFt X0110 Grey","Home Appliances",11-20,4,1569.95
"Adventure Works LCD19W M100 Black",Computers,11-20,9,847.19
"Proseware Air conditioner 8000BTU M320 Grey","Home Appliances",11-20,3,648.15
"Contoso General Carrying Case E304 Black","Cameras and camcorders",11-20,5,49
"Fabrikam SLR Camera 35" M358 Silver Grey","Cameras and camcorders",11-20,6,1062.96
"Contoso Desktop Alternative Bundle E200 Grey",Computers,11-20,1,5.64
